ts_code,end_date,bz_item,0
300059.SZ,20200630,金融数据服务,3
600485.SH,20201231,数据通信服务,3
300059.SZ,20190630,广告服务,3
600770.SH,20181231,太阳能电池,3
600177.SH,20190630,板块间抵消,3
600158.SH,20201231,体育-休闲健身,3
603260.SH,20181231,多晶硅,3
000767.SZ,20191231,热力,3
000767.SZ,20181231,内部抵销,3
000767.SZ,20181231,热力,3
002230.SZ,20201231,教育教学,3
002230.SZ,20201231,教育产品和服务,3
000751.SZ,20200630,其他主营业务,3
002230.SZ,20201231,其他主营业务,3
002230.SZ,20201231,其他业务,3
000767.SZ,20190630,热力,3
603885.SH,20201231,客运,3
600487.SH,20171231,光网络与系统集成,3
000012.SZ,20161231,其他业务,3
600487.SH,20171231,其他业务,3
600779.SH,20181231,其他业务,3
000767.SZ,20201231,技术研究(节能),3
000767.SZ,20201231,热力,3
000767.SZ,20201231,燃料,3
300003.SZ,20220630,药品制剂,3
000793.SZ,20181231,出国留学咨询及相关业务,3
000029.SZ,20201231,内部抵销,3
000793.SZ,20181231,动漫类服务,3
600158.SH,20181231,体育-休闲健身,3
000783.SZ,20210630,其他业务,3
000783.SZ,20201231,海外业务,3
600177.SH,20210630,板块间抵消,3
000012.SZ,20161231,太阳能,3
000012.SZ,20161231,工程玻璃,3
000012.SZ,20161231,平板玻璃,3
000783.SZ,20191231,其他-其他,3
600739.SH,20191231,能源开发,3
000012.SZ,20171231,其他业务,3
600158.SH,20200630,体育-体育场馆运营管理,3
600158.SH,20200630,体育-休闲健身,3
000783.SZ,20191231,海外业务,3
000029.SZ,20190630,内部抵销,3
000012.SZ,20181231,内部抵销,3
000783.SZ,20200630,海外业务,3
600158.SH,20191231,体育-休闲健身,3
000012.SZ,20190630,内部抵销,3
002230.SZ,20201231,汽车领域,3
600739.SH,20181231,能源开发,3
600158.SH,20190630,体育-赛事管理及运营,3
000783.SZ,20201231,其他-其他,3
600158.SH,20190630,体育-休闲健身,3
600497.SH,20191231,硫酸,3
600747.SH,20161231,其他业务,3
300027.SZ,20201231,互联网娱乐,3
600497.SH,20181231,电解铜,3
600143.SH,20200630,异辛烷,3
600733.SH,20210630,商品车销售,3
601162.SH,20190630,期货经纪业务,3
002129.SZ,20210630,半导体器件,3
000750.SZ,20190630,企业金融服务业务,3
002129.SZ,20181231,半导体器件,3
601162.SH,20200630,内部抵销,3
300072.SZ,20200630,其他业务,3
600143.SH,20200630,液化气,3
600780.SH,20210630,电网配电产品,3
603993.SH,20201231,其他主营业务,3
601162.SH,20200630,其他主营业务,3
000776.SZ,20190630,其他-其他,3
002120.SZ,20191231,特许收入,3
601162.SH,20190630,内部抵销,3
000776.SZ,20201231,其他-其他,3
600733.SH,20201231,整车,3
000750.SZ,20190630,其他,3
002129.SZ,20191231,半导体器件,3
601162.SH,20210630,其他主营业务,3
000750.SZ,20190630,内部抵销,3
601162.SH,20191231,证券经纪业务,3
601198.SH,20201231,其他主营业务,3
600733.SH,20201231,其他主营业务,3
601162.SH,20190630,其他主营业务,3
300027.SZ,20191231,互联网娱乐,3
600169.SH,20201231,煤化工设备,3
601162.SH,20210630,内部抵销,3
002155.SZ,20190630,乙二醇锑,3
600733.SH,20210630,营运车辆出租收入,3
600508.SH,20181231,其他主营业务,3
600508.SH,20190630,其他主营业务,3
600143.SH,20191231,异辛烷,3
600143.SH,20191231,液化气,3
000776.SZ,20210630,其他-其他,3
002155.SZ,20200630,乙二醇锑,3
600169.SH,20181231,成套项目,3
000776.SZ,20181231,其他-其他,3
000750.SZ,20181231,内部抵销,3
601162.SH,20201231,其他主营业务,3
000750.SZ,20181231,其他,3
603993.SH,20210630,其他主营业务,3
601162.SH,20191231,内部抵销,3
601118.SH,20181231,橡胶产品,3
603501.SH,20191231,液晶显示类,3
002129.SZ,20190630,半导体器件,3
601162.SH,20191231,其他主营业务,3
603993.SH,20191231,金属矿石、煤炭及其他货物处理以及配套服务,3
601162.SH,20201231,内部抵销,3
601162.SH,20200630,证券经纪业务,3
600481.SH,20201231,多晶硅还原炉及其他,3
601162.SH,20201231,期货经纪业务,3
600508.SH,20181231,电力,3
600508.SH,20181231,其他业务,3
002120.SZ,20191231,中转费,3
600481.SH,20201231,溴冷机(热泵),3
002129.SZ,20200630,半导体器件,3
600508.SH,20181231,铝加工,3
002120.SZ,20191231,快运收入,3
002120.SZ,20191231,派送服务收入,3
002195.SZ,20201231,其他业务,3
603993.SH,20200630,精炼金属贸易,3
002155.SZ,20181231,乙二醇锑,3
000776.SZ,20200630,其他-其他,3
600497.SH,20191231,电解铜,3
000750.SZ,20191231,信用业务,3
600733.SH,20191231,其他主营业务,3
600780.SH,20200630,其他主营业务,3
601162.SH,20191231,期货经纪业务,3
601162.SH,20181231,其他主营业务,3
600508.SH,20190630,电力,3
000750.SZ,20191231,其他,3
000755.SZ,20200630,高速公路特许经营项目收入,3
002129.SZ,20201231,半导体器件,3
601162.SH,20181231,期货经纪业务,3
002195.SZ,20181231,内部抵销,3
300027.SZ,20191231,内部抵销,3
600497.SH,20181231,其他主营业务,3
002155.SZ,20210630,乙二醇锑,3
000776.SZ,20191231,其他-其他,3
603501.SH,20181231,其他业务,3
002120.SZ,20211231,中转费,3
600497.SH,20191231,其他主营业务,3
600143.SH,20190630,液化气,3
600270.SH,20180630,其他业务,2
000100.SZ,20191231,分销业务,2
601328.SH,20201231,利息收入:拆出资金(产品),2
600827.SH,20210630,连锁超市业务,2
002032.SZ,20151231,电锅类,2
601328.SH,20201231,利息收入:债券投资(产品),2
601328.SH,20201231,利息收入:存放同业和其他金融机构款项(产品),2
300498.SZ,20171231,肉鸡类养殖,2
601328.SH,20201231,利息收入:存放中央银行款项(产品),2
601328.SH,20201231,利息收入:发放贷款及垫款:票据贴现业务(产品),2
601328.SH,20201231,利息收入:发放贷款及垫款:公司贷款业务(产品),2
601328.SH,20201231,利息收入:发放贷款及垫款:个人贷款业务(产品),2
002385.SZ,20171231,种业产品,2
002399.SZ,20170630,肝素钠(原料药),2
002399.SZ,20170630,CDMO业务,2
600000.SH,20201231,利息收入:存放同业和其他金融机构款项(产品),2
600000.SH,20201231,利息收入:拆出资金(产品),2
600000.SH,20201231,非利息收入:手续费及佣金收入:代理委托业务(产品),2
002032.SZ,20150630,电器产品,2
600000.SH,20201231,非利息收入:手续费及佣金收入:其他(产品),2
600863.SH,20211231,其他业务,2
000402.SZ,20141231,其他收入,2
601929.SH,20130630,其他收入,2
600000.SH,20201231,非利息收入:手续费及佣金收入:托管及其他受托业务(产品),2
000156.SZ,20171231,互动电视业务,2
600000.SH,20201231,非利息收入:手续费及佣金收入:投行业务手续费(产品),2
000402.SZ,20140630,其他收入,2
600827.SH,20210630,连锁百货业务,2
600657.SH,20101231,其他收入,2
600000.SH,20201231,非利息收入:手续费及佣金收入:银行卡业务(产品),2
600000.SH,20201231,非利息收入:手续费及佣金收入:担保承诺业务(产品),2
600827.SH,20210630,其他业务,2
601328.SH,20201231,非利息收入:手续费及佣金收入:代理委托业务(产品),2
000012.SZ,20190630,其他业务,2
600827.SH,20200630,连锁超市业务,2
002032.SZ,20160630,炊具产品,2
002400.SZ,20170630,媒介代理,2
002400.SZ,20170630,数字营销,2
002032.SZ,20160630,电器产品,2
002142.SZ,20210630,非利息收入:手续费及佣金收入:银行卡业务(产品),2
601866.SH,20180630,集装箱制造,2
000895.SZ,20161231,其他业务,2
601866.SH,20171231,集装箱制造,2
000895.SZ,20170630,其他业务,2
601866.SH,20170630,非航租赁,2
601866.SH,20170630,集装箱制造,2
601866.SH,20170630,金融服务,2
601866.SH,20170630,航运租赁,2
601866.SH,20161231,非航租赁,2
300003.SZ,20210630,外科器械产品,2
601929.SH,20141231,其他收入,2
300498.SZ,20171231,猪肉类养殖,2
000012.SZ,20190630,太阳能,2
000402.SZ,20131231,其他收入,2
002032.SZ,20160630,橡塑产品,2
601328.SH,20201231,非利息收入:手续费及佣金收入:其他(产品),2
600827.SH,20210630,其他主营业务,2
601328.SH,20181231,利息收入:债券投资(产品),2
300003.SZ,20210630,药品制剂,2
601328.SH,20201231,非利息收入:手续费及佣金收入:基金管理业务(产品),2
601328.SH,20201231,非利息收入:手续费及佣金收入:投资银行业务(产品),2
600827.SH,20210630,专业连锁,2
601328.SH,20201231,非利息收入:手续费及佣金收入:担保承诺业务(产品),2
601328.SH,20201231,非利息收入:手续费及佣金收入:结算业务(产品),2
601328.SH,20201231,非利息收入:手续费及佣金收入:银行卡业务(产品),2
000012.SZ,20190630,电子及显示器玻璃产品,2
000156.SZ,20171231,其他收入,2
000012.SZ,20190630,平板及工程玻璃产业,2
600000.SH,20201231,利息收入:存放中央银行款项(产品),2
600000.SH,20201231,利息收入:发放贷款及垫款:票据贴现业务(产品),2
000100.SZ,20191231,半导体显示业务,2
601878.SH,20180630,总部后台及其他,2
000100.SZ,20201231,半导体显示业务,2
000100.SZ,20201231,分销业务,2
002028.SZ,20191231,智能设备类,2
000100.SZ,20201231,其他及合并抵销,2
002028.SZ,20191231,无功补偿类,2
002028.SZ,20191231,工程总包,2
002028.SZ,20191231,其他收入,2
002385.SZ,20161231,饲料产品,2
000671.SZ,20210630,酒店收入,2
000671.SZ,20210630,房地产,2
000671.SZ,20210630,建工板块收入,2
002385.SZ,20161231,种业产品,2
000671.SZ,20210630,其他业务,2
002399.SZ,20091231,其他业务,2
600535.SH,20210630,医药商业,2
000408.SZ,20181231,其他业务,2
000408.SZ,20181231,氯化钾,2
002385.SZ,20170630,种业产品,2
002028.SZ,20191231,线圈类产品,2
000100.SZ,20210630,其他及合并抵销,2
002385.SZ,20171231,植保产品,2
000758.SZ,20210630,其他主营业务,2
000758.SZ,20210630,承包工程,2
000758.SZ,20210630,有色金属产品产销,2
002032.SZ,20061231,电器产品,2
002032.SZ,20061231,炊具产品,2
002032.SZ,20061231,橡塑产品,2
600000.SH,20190630,利息收入:债权投资(产品),2
600000.SH,20190630,利息收入:其他债权投资(产品),2
002385.SZ,20170630,饲料产品,2
002385.SZ,20171231,动保产品,2
600078.SH,20201231,黄磷,2
600078.SH,20201231,磷酸盐,2
000402.SZ,20200630,其他收入,2
600078.SH,20201231,磷酸,2
600078.SH,20201231,其他主营业务,2
002028.SZ,20191231,高压开关,2
000408.SZ,20181231,贸易,2
600550.SH,20191231,输变电产品,2
000408.SZ,20190630,其他业务,2
600000.SH,20201231,利息收入:其他债权投资(产品),2
601328.SH,20180630,利息收入:存放中央银行款项(产品),2
000402.SZ,20161231,其他收入,2
000402.SZ,20160630,其他收入,2
601328.SH,20180630,利息收入:拆出资金(产品),2
300003.SZ,20220630,外科器械产品,2
600000.SH,20201231,利息收入:买入返售金融资产(产品),2
600000.SH,20201231,利息收入:债权投资(产品),2
002310.SZ,20200630,工业废弃物销售,2
600657.SH,20121231,其他收入,2
600000.SH,20201231,利息收入:发放贷款及垫款:个人贷款业务(产品),2
600000.SH,20201231,利息收入:发放贷款及垫款:公司贷款业务(产品),2
300003.SZ,20220630,医疗服务及健康管理,2
002385.SZ,20171231,饲料产品,2
000402.SZ,20151231,其他收入,2
600657.SH,20111231,其他收入,2
002032.SZ,20150630,其他业务,2
601328.SH,20180630,利息收入:发放贷款及垫款:公司贷款业务(产品),2
601328.SH,20180630,利息收入:发放贷款及垫款:个人贷款业务(产品),2
000408.SZ,20190630,氯化钾,2
000402.SZ,20171231,其他收入,2
000402.SZ,20180630,其他收入,2
000758.SZ,20201231,承包工程,2
601866.SH,20161231,集装箱制造,2
000408.SZ,20191231,其他业务,2
000408.SZ,20191231,氯化钾,2
002385.SZ,20151231,饲料产品,2
000408.SZ,20200630,其他业务,2
000786.SZ,20091231,其他收入,2
601328.SH,20180630,利息收入:债券投资(产品),2
000883.SZ,20161231,天然气,2
002385.SZ,20151231,种业产品,2
000883.SZ,20161231,电力,2
601138.SH,20181231,其他业务,2
600535.SH,20210630,其他业务,2
000402.SZ,20170630,其他收入,2
000883.SZ,20180630,其他业务,2
000408.SZ,20190630,贸易,2
000012.SZ,20161231,内部抵销,2
601866.SH,20161231,金融服务,2
000895.SZ,20171231,其他业务,2
600999.SH,20210630,其他主营业务,2
002411.SZ,20201231,5、5-二甲基海因,2
002411.SZ,20201231,7-ADCA,2
002411.SZ,20201231,三氯吡啶醇钠,2
002411.SZ,20201231,六氟磷酸锂,2
300059.SZ,20200630,利息收入,2
002310.SZ,20170630,市政园林项目,2
002411.SZ,20201231,其他产品及服务,2
002411.SZ,20201231,医药商业,2
601238.SH,20171231,其他主营业务,2
601169.SH,20171231,非利息收入:手续费及佣金收入:担保承诺业务(产品),2
002411.SZ,20201231,口服液,2
002411.SZ,20201231,散剂,2
002411.SZ,20201231,溶液剂,2
002010.SZ,20181231,其他业务,2
002411.SZ,20201231,片剂,2
002411.SZ,20201231,胶囊,2
002411.SZ,20201231,苯甲醛,2
601169.SH,20171231,非利息收入:手续费及佣金收入:代理委托业务(产品),2
600999.SH,20210630,投资银行业务,2
002310.SZ,20170630,水系治理,2
600999.SH,20210630,证券投资业务,2
600066.SH,20201231,客车产品,2
601838.SH,20181231,利息收入:发放贷款及垫款:个人贷款及垫款(产品),2
601838.SH,20181231,利息收入:债券投资(产品),2
601838.SH,20181231,利息收入:买入返售金融资产(产品),2
002410.SZ,20191231,其他业务,2
601838.SH,20180630,利息收入:发放贷款及垫款:个人贷款及垫款(产品),2
601838.SH,20180630,利息收入:债券投资(产品),2
002410.SZ,20200630,其他业务,2
600066.SH,20211231,客车产品,2
601238.SH,20180630,乘用车,2
600999.SH,20210630,证券经纪业务,2
600066.SH,20201231,其他业务,2
600066.SH,20190630,其他业务,2
601238.SH,20171231,汽车相关贸易,2
600066.SH,20180630,其他业务,2
002310.SZ,20170630,生态修复工程收入,2
601828.SH,20180630,其他业务,2
601828.SH,20180630,其他-其他收入,2
600999.SH,20210630,资产管理业务,2
002411.SZ,20201231,颗粒剂,2
002411.SZ,20201231,高强高模聚乙烯纤维,2
600282.SH,20201231,其他业务,2
601818.SH,20201231,非利息收入:手续费及佣金收入:财务顾问业务(产品),2
000425.SZ,20171231,工程机械备件,2
000425.SZ,20171231,桩工机械类,2
000652.SZ,20190630,扬州广陵新城项目,2
000425.SZ,20171231,起重机械,2
000425.SZ,20171231,铲运机械,2
600648.SH,20201231,服务业收入,2
601169.SH,20171231,利息收入:存放同业和其他金融机构款项(产品),2
601818.SH,20201231,非利息收入:手续费及佣金收入:银行卡业务(产品),2
601818.SH,20201231,非利息收入:手续费及佣金收入:结算业务(产品),2
601169.SH,20171231,利息收入:拆出资金(产品),2
601818.SH,20201231,非利息收入:手续费及佣金收入:理财业务(产品),2
601818.SH,20201231,非利息收入:手续费及佣金收入:担保承诺业务(产品),2
601818.SH,20201231,非利息收入:手续费及佣金收入:托管及其他受托业务(产品),2
601818.SH,20201231,非利息收入:手续费及佣金收入:其他(产品),2
601818.SH,20201231,非利息收入:手续费及佣金收入:代理委托业务(产品),2
601818.SH,20201231,利息收入:拆出资金(产品),2
601818.SH,20201231,利息收入:存放同业和其他金融机构款项(产品),2
002069.SZ,20170630,海参,2
000652.SZ,20191231,扬州广陵新城项目,2
601360.SH,20171231,其他业务,2
600282.SH,20201231,型钢,2
002310.SZ,20170630,固废处置,2
600066.SH,20051231,其他车辆,2
600282.SH,20201231,板材,2
600282.SH,20201231,棒材,2
600282.SH,20201231,线材,2
600066.SH,20041231,特种车,2
600282.SH,20201231,贸易收入,2
600282.SH,20201231,钢带,2
600282.SH,20210630,其他主营业务,2
002010.SZ,20170630,其他业务,2
601238.SH,20170630,汽车相关贸易,2
000652.SZ,20201231,纺织及滤材,2
000652.SZ,20201231,房地产,2
000652.SZ,20201231,建筑业(产品),2
000652.SZ,20201231,垃圾处理及发电收入,2
601238.SH,20171231,乘用车,2
000652.SZ,20201231,化工产品贸易,2
000652.SZ,20201231,其他主营业务,2
000652.SZ,20201231,其他业务,2
601838.SH,20181231,利息收入:发放贷款及垫款:公司贷款及垫款(产品),2
002310.SZ,20171231,其他业务,2
601838.SH,20181231,利息收入:发放贷款及垫款:票据贴现(产品),2
601857.SH,20190630,内部抵销,2
002142.SZ,20210630,非利息收入:手续费及佣金收入:财务顾问业务(产品),2
000415.SZ,20100630,其他收入,2
601929.SH,20150630,其他收入,2
600827.SH,20200630,其他业务,2
600827.SH,20200630,便利店,2
600827.SH,20200630,专业连锁,2
300182.SZ,20201231,音视频整体解决方案,2
300182.SZ,20201231,影视版权运营及服务,2
000897.SZ,20170630,境界梅江一期(H5),2
600827.SH,20200630,其他主营业务,2
000897.SZ,20170630,境界梅江二期(H6),2
000897.SZ,20170630,物业管理,2
600653.SH,20211231,其他业务,2
600653.SH,20210930,汽车后市场,2
000897.SZ,20181231,矿粉及钢材销售,2
300182.SZ,20201231,其他主营业务,2
600380.SH,20220630,其他业务,2
600380.SH,20211231,其他业务,2
601866.SH,20080630,其他业务,2
000415.SZ,20090630,其他收入,2
600068.SH,20200630,工程建设,2
000012.SZ,20171231,电子及显示器玻璃产品,2
601866.SH,20161231,运输,2
601866.SH,20161231,航运租赁,2
601866.SH,20160630,非航租赁,2
601866.SH,20160630,集装箱制造,2
601866.SH,20160630,金融服务,2
601866.SH,20160630,运输,2
601866.SH,20160630,航运租赁,2
002400.SZ,20191231,其他业务,2
000895.SZ,20190630,内部抵销,2
000895.SZ,20211231,内部抵销,2
600827.SH,20200630,连锁百货业务,2
600827.SH,20200630,超级市场,2
600158.SH,20200630,其他业务,2
000012.SZ,20161231,电子及显示器玻璃产品,2
600654.SH,20161231,其他业务,2
000895.SZ,20211231,其他业务,2
600827.SH,20200630,购物中心,2
600827.SH,20200630,奥特莱斯,2
600068.SH,20200630,综合服务,2
600068.SH,20200630,工业制造,2
601838.SH,20181231,利息收入:存放中央银行(产品),2
601838.SH,20181231,非利息收入:手续费及佣金收入:代理业务手续费收入(产品),2
601838.SH,20181231,非利息收入:手续费及佣金收入:结算与清算手续费(产品),2
601838.SH,20181231,非利息收入:手续费及佣金收入:理财业务(产品),2
601838.SH,20181231,非利息收入:手续费及佣金收入:担保承诺业务(产品),2
300182.SZ,20191231,其他主营业务,2
601238.SH,20181231,其他主营业务,2
601838.SH,20181231,非利息收入:手续费及佣金收入:投资银行业务(产品),2
601838.SH,20181231,非利息收入:手续费及佣金收入:其他(产品),2
601238.SH,20181231,乘用车,2
601838.SH,20181231,利息收入:拆出资金(产品),2
601238.SH,20181231,汽车相关贸易,2
601238.SH,20180630,汽车相关贸易,2
601838.SH,20181231,利息收入:应收款类投资(产品),2
002310.SZ,20171231,水系治理,2
002310.SZ,20171231,市政园林项目,2
601238.SH,20180630,其他主营业务,2
601838.SH,20181231,利息收入:存放同业(产品),2
002310.SZ,20171231,固废处置,2
002310.SZ,20171231,园林景观设计,2
601838.SH,20181231,非利息收入:手续费及佣金收入:银行卡业务(产品),2
300182.SZ,20191231,影视剧,2
601001.SH,20181231,高岭土,2
600277.SH,20181231,聚氯乙烯,2
600277.SH,20181231,乙二醇,2
600277.SH,20181231,供应链物流业务,2
600277.SH,20181231,光伏发电,2
600277.SH,20181231,其他业务,2
600277.SH,20181231,复混肥,2
601929.SH,20151231,其他收入,2
600277.SH,20181231,煤炭运销,2
600277.SH,20181231,甲醇,2
002024.SZ,20190630,黑电产品,2
002410.SZ,20181231,其他业务,2
600277.SH,20200630,供应链物流业务,2
600277.SH,20200630,光伏发电,2
600277.SH,20200630,内部抵销,2
300182.SZ,20191231,音视频整体解决方案,2
300182.SZ,20191231,影视版权运营及服务,2
600277.SH,20200630,化工制造业(产品),2
600277.SH,20200630,清洁热力,2
600277.SH,20200630,煤炭运销,2
002032.SZ,20161231,电锅类,2
002142.SZ,20210630,利息收入:发放贷款及垫款:个人贷款业务(产品),2
002142.SZ,20210630,非利息收入:手续费及佣金收入:结算业务(产品),2
601179.SH,20180630,开关,2
300347.SZ,20191231,临床研究相关咨询服务,2
600834.SH,20171231,其他业务,2
300347.SZ,20191231,临床试验技术服务,2
300347.SZ,20191231,其他业务,2
002052.SZ,20210630,平台交付及运维,2
600664.SH,20170630,其他业务,2
600834.SH,20170630,其他业务,2
601179.SH,20180630,分部抵消,2
601928.SH,20201231,其他业务,2
601258.SH,20201231,其他业务,2
601179.SH,20180630,公司总部、工程贸易及其他未分配金额,2
601179.SH,20180630,二次设备,2
000686.SZ,20191231,资产管理业务,2
000686.SZ,20191231,基金业务,2
600481.SH,20201231,空冷器产品,2
600664.SH,20161231,其他,2
000758.SZ,20151231,冶金机械,2
000758.SZ,20151231,承包工程,2
000758.SZ,20151231,有色金属产品产销,2
601179.SH,20180630,变压器,2
002052.SZ,20201231,平台交付及运维,2
000686.SZ,20211231,期货经纪业务,2
601179.SH,20180630,电力电子,2
002052.SZ,20190630,平台交付及运维,2
000686.SZ,20211231,内部抵销,2
000686.SZ,20211231,其他主营业务,2
000686.SZ,20211231,信用交易业务,2
601901.SH,20141231,证券经纪业务,2
600089.SH,20220630,黄金,2
000755.SZ,20181231,贸易及其他,2
600089.SH,20220630,输变电成套工程,2
600089.SH,20220630,贸易收入,2
600089.SH,20220630,电线电缆,2
600089.SH,20220630,煤炭,2
600089.SH,20220630,新能源产业及配套工程,2
600089.SH,20220630,变压器,2
600089.SH,20220630,发电,2
600089.SH,20220630,其他主营业务,2
600089.SH,20220630,其他业务,2
601179.SH,20180630,研发及检测板块,2
002052.SZ,20200630,平台交付及运维,2
601179.SH,20180630,电容器,2
000333.SZ,20171231,其他业务,2
000333.SZ,20171231,暖通空调,2
000333.SZ,20171231,机器人及自动化系统,2
000333.SZ,20171231,消费电器,2
000333.SZ,20211231,其他业务,2
000156.SZ,20210630,互动电视业务,2
002353.SZ,20161231,环保服务及设备,2
002353.SZ,20161231,维修改造及配件销售,2
000333.SZ,20211231,机器人及自动化系统,2
002353.SZ,20161231,钻完井设备,2
002353.SZ,20170630,油田工程设备,2
002353.SZ,20170630,油田技术服务,2
002353.SZ,20170630,维修改造及配件销售,2
002353.SZ,20170630,钻完井设备,2
002353.SZ,20171231,其他业务,2
002353.SZ,20171231,油气田工程建设服务,2
002353.SZ,20171231,油田工程设备,2
002353.SZ,20171231,油田开发服务,2
002353.SZ,20171231,油田技术服务,2
002353.SZ,20171231,环保服务及设备,2
601258.SH,20181231,其他种类汽车销售,2
002353.SZ,20171231,维修改造及配件销售,2
002353.SZ,20171231,钻完井设备,2
002353.SZ,20161231,油田技术服务,2
002353.SZ,20161231,油田开发服务,2
002353.SZ,20161231,油田工程设备,2
000333.SZ,20181231,机器人及自动化系统,2
000333.SZ,20180630,其他业务,2
000333.SZ,20180630,暖通空调,2
000333.SZ,20180630,机器人及自动化系统,2
000333.SZ,20180630,消费电器,2
000333.SZ,20181231,其他业务,2
601258.SH,20191231,其他业务,2
000333.SZ,20181231,暖通空调,2
600481.SH,20201231,换热器产品,2
000333.SZ,20181231,消费电器,2
002353.SZ,20161231,油气田工程建设服务,2
601899.SH,20191231,其他业务,2
000333.SZ,20201231,其他业务,2
600481.SH,20201231,其他业务,2
000333.SZ,20201231,暖通空调,2
601258.SH,20181231,汽车销售,2
000333.SZ,20201231,机器人及自动化系统,2
000333.SZ,20201231,消费电器,2
002353.SZ,20161231,其他业务,2
000686.SZ,20211231,基金业务,2
000686.SZ,20211231,证券承销及保荐业务,2
002142.SZ,20210630,非利息收入:手续费及佣金收入:担保类业务(产品),2
601179.SH,20200630,其他业务,2
600666.SH,20171231,蓝宝石晶棒,2
600666.SH,20171231,精雕机,2
600666.SH,20171231,研磨(抛光)系列,2
600666.SH,20171231,单晶炉,2
000166.SZ,20170630,证券承销及保荐业务,2
300003.SZ,20161231,药品-硫酸氢氯吡格雷,2
000166.SZ,20170630,证券经纪业务,2
600666.SH,20171231,其他业务,2
600666.SH,20171231,3D玻璃热弯机,2
600666.SH,20161231,蓝宝石晶棒,2
600666.SH,20161231,精雕机,2
600666.SH,20161231,研磨(抛光)系列,2
600666.SH,20161231,单晶炉,2
600666.SH,20161231,其他业务,2
300296.SZ,20161231,LED产品销售-照明产品,2
600666.SH,20161231,3D玻璃热弯机,2
000166.SZ,20181231,投资管理,2
000690.SZ,20190630,新能源电力,2
000690.SZ,20190630,其他业务,2
600153.SH,20220630,房地产开发,2
300296.SZ,20161231,智能显示,2
601901.SH,20150630,证券经纪业务,2
600666.SH,20171231,蓝宝石晶片,2
300296.SZ,20171231,LED产品销售-照明产品,2
300296.SZ,20171231,文化旅游,2
300296.SZ,20171231,智能显示,2
600153.SH,20200630,供应链运营业务,2
600153.SH,20200630,其他业务,2
600153.SH,20200630,房地产开发,2
000698.SZ,20171231,聚醚,2
300003.SZ,20161231,支架系统,2
000698.SZ,20161231,聚醚,2
300003.SZ,20161231,药品-原料药,2
000698.SZ,20151231,聚醚,2
000166.SZ,20151231,证券承销及保荐业务,2
000166.SZ,20151231,证券经纪业务,2
002344.SZ,20170630,其他业务,2
000166.SZ,20160630,证券承销及保荐业务,2
000166.SZ,20160630,证券经纪业务,2
600153.SH,20220630,供应链运营业务,2
600666.SH,20181231,其它,2
600666.SH,20181231,其他业务,2
000690.SZ,20180630,新能源电力,2
000166.SZ,20220630,个人金融,2
000166.SZ,20220630,投资管理,2
600834.SH,20201231,运营维护,2
601179.SH,20190630,其他业务,2
000786.SZ,20151231,石膏板,2
002714.SZ,20171231,生猪,2
002352.SZ,20180630,其他业务,2
600664.SH,20190630,其他业务,2
600664.SH,20181231,营养补充剂,2
600664.SH,20181231,消化系统,2
600780.SH,20210630,分部间抵销,2
600664.SH,20181231,抗肿瘤,2
600664.SH,20181231,抗感染,2
601179.SH,20180630,金融业务,2
600664.SH,20181231,感冒药,2
601179.SH,20180630,绝缘子及避雷器,2
600664.SH,20181231,心脑血管,2
600664.SH,20181231,其他主营业务,2
600664.SH,20181231,其他业务,2
000686.SZ,20211231,资产管理业务,2
000686.SZ,20211231,证券自营,2
000686.SZ,20211231,证券经纪业务,2
300003.SZ,20171231,药品-硫酸氢氯吡格雷,2
600780.SH,20210630,其他主营业务,2
002052.SZ,20180630,平台交付及运维,2
601288.SH,20201231,利息收入:发放贷款及垫款:个人贷款业务(产品),2
002052.SZ,20170630,平台交付及运维,2
000166.SZ,20220630,投资银行业务,2
000166.SZ,20220630,本金投资,2
000166.SZ,20220630,机构服务与交易,2
600834.SH,20201231,融资租赁,2
000786.SZ,20171231,石膏板,2
002050.SZ,20200630,空调冰箱之元器件及部件,2
002352.SZ,20140630,其他业务,2
601288.SH,20201231,利息收入:发放贷款及垫款:票据贴现业务(产品),2
600410.SH,20181231,其他业务,2
600834.SH,20201231,新能源,2
600410.SH,20181231,云计算产品及服务,2
601012.SH,20190630,分部抵消,2
600664.SH,20201231,其他业务,2
002052.SZ,20171231,平台交付及运维,2
000786.SZ,20161231,石膏板,2
600410.SH,20181231,企业IT系统解决方案,2
300003.SZ,20171231,支架系统,2
002673.SZ,20210630,资产管理业务,2
600663.SH,20190630,金融业,2
600663.SH,20190630,酒店业收入,2
300413.SZ,20181231,媒体零售,2
002142.SZ,20200630,利息收入:存放中央银行款项(产品),2
300413.SZ,20181231,运营商业务,2
002142.SZ,20200630,利息收入:存放同业和其他金融机构款项(产品),2
002142.SZ,20200630,利息收入:拆出资金(产品),2
600266.SH,20191231,房地产开发收入,2
002142.SZ,20200630,利息收入:理财产品(产品),2
002142.SZ,20200630,非利息收入:手续费及佣金收入:代理委托业务(产品),2
002142.SZ,20200630,非利息收入:手续费及佣金收入:其他(产品),2
002142.SZ,20200630,非利息收入:手续费及佣金收入:托管类业务(产品),2
002142.SZ,20200630,非利息收入:手续费及佣金收入:担保类业务(产品),2
002142.SZ,20200630,非利息收入:手续费及佣金收入:结算业务(产品),2
002142.SZ,20200630,非利息收入:手续费及佣金收入:财务顾问业务(产品),2
